// Monsters Additional Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

// Crusader quest monsters with poring stats (No drops)
2595,HH4AFAFE4A64465654,White,White,1,50000,0,0,0,1,1,1000,0,0,1,1,1,0,9999,0,10,12,0,0,20,405,200,500,864,576,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,G7A489ER798A64K4SR,Black,Black,1,10,0,0,0,1,1,1000,0,0,1,1,1,0,9999,0,10,12,0,0,20,405,500,2000,672,480,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,M_W100,Widget,Widget,1,100,0,0,0,1,0,0,0,0,1,1,1,95,9999,200,10,12,0,2,60,129,30,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,M_W1000,Widget,Widget,1,1000,0,0,0,1,0,0,0,0,1,1,1,95,9999,200,10,12,0,2,60,129,30,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2591,M_W10000,Widget,Widget,1,10000,0,0,0,1,0,0,0,0,1,1,1,95,9999,200,10,12,0,2,60,129,30,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,M_W100000,Widget,Widget,1,100000,0,0,0,1,0,0,0,0,1,1,1,95,9999,200,10,12,0,2,60,129,30,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,OT65RA465648A8ER6I,Flytrap,Flytrap,1,10,0,0,0,1,1,1000,0,0,1,1,1,0,9999,0,10,12,0,0,20,388,400,2000,672,480,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,H561DI1A165AY4A633,Fly,Fly,1,100,0,0,0,1,5,10,0,0,1,1,1,0,9999,0,10,12,0,0,20,385,400,1500,672,480,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,ADRUSTRY516RE4QYT6,Angry Fly,Angry Fly,1,1000,0,0,0,1,50,100,0,0,1,1,1,0,9999,0,10,12,0,0,20,389,200,1200,672,480,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,O654SF64H414984AF4,Super Fly,Super Fly,1,5000,0,0,0,1,250,500,0,0,1,1,1,0,9999,0,10,12,0,0,20,389,200,800,672,480,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,ZBVMUS654DG46IO48A,Red Gem,Red Gem,1,50,0,0,0,1,1,1,99,99,1,1,1,0,9999,9999,10,12,0,0,20,1,400,800,672,480,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,MERQ4Y48IU84D64AF4,Green Gem,Green Gem,1,50,0,0,0,1,1,1,99,99,1,1,1,0,9999,9999,10,12,0,0,20,1,400,800,672,480,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,H45AG98SAU7SJ1G446,Yellow Gem,Yellow Gem,1,50,0,0,0,1,1,1,99,99,1,1,1,0,9999,9999,10,12,0,0,20,1,400,800,672,480,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,OPR58Q1ZHBL4A48A98,Blue Gem,Blue Gem,1,50,0,0,0,1,1,1,99,99,1,1,1,0,9999,9999,10,12,0,0,20,1,400,800,672,480,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
